"date","case.truth","case","death","mob","relR0","wt.suscept","wt.Rtx","newitot","Etot","Itot","S1","S2","newItot1","newItot2","E1","E2","I1","I2"
2020-08-02,772.360282241933,812,99.68263823669,0.270285714285714,"sa",699475.277777777,2.275,2539.5,958.5,1329,699475.277777777,820937.583333333,2539.5,0,958.5,0,1329,0
2020-08-09,443.037134066776,468,58.3964881945232,0.288,"sa",700629.611111111,2.275,1519,581.5,785.5,700629.611111111,821629.166666666,1519,0,581.5,0,785.5,0
2020-08-16,263.801681113438,246,33.5299180960653,0.274285714285714,"sa",702282.861111111,2.275,891.5,332.5,460,702282.861111111,822614.666666666,891.5,0,332.5,0,460,0
2020-08-23,159.86235335494,173,19.7889924509008,0.259809523809524,"sa",720525.315755841,2.35359978540773,583,213.5,296,704180.61111111,822451.3,502,80.5,176.5,34,257,40
2020-08-30,99.5571005273593,91,11.8174629411906,0.265428571428572,"sa",726894.558291117,2.37526595744681,330.5,124.5,171,706190.611111111,823631.966666667,271,58,98,25,143.5,29
2020-09-06,63.0340740171426,55,7.05863931947625,0.622928571428571,"sa",735985.126545036,2.41129807692308,344,200,179,708037.944444444,824657.05,257,81,139,55,133,43
2020-09-13,75.987788224337,83,4.63345695826919,0.651214285714286,"sa",748324.257407407,2.46458333333333,469.5,275.5,243,709701.861111111,825569.05,304,152,166,102.5,156,79.5
2020-09-20,103.980316667271,119,4.04514636818915,0.615,"sa",761530.370833333,2.523828125,617.5,357.5,308,711165.361111111,826285.383333334,346.5,269.5,182,167,171,134.5
2020-09-27,137.203218621967,146,4.65231799332694,0.705964285714286,"sa",773755.126133,2.58146850721421,927,575,473,712104.027777777,826517.291666667,415.5,485.5,225.5,336,208,254.5
2020-10-04,217.106990719644,206,6.37442129063905,0.8195,"sa",786966.835244492,2.64957669322709,1680.5,1171.5,866,711935.98611111,825861.375,557,1074.5,330.5,802.5,282,556.5
2020-10-11,419.463496390631,399,10.2953630455713,0.838619047619047,"sa",796363.259725786,2.70828018867925,3423,2368.5,1745.5,709615.819444444,823485.8,789,2523.5,465,1865.5,395,1313
2020-10-18,854.599989847592,846,19.2950549075337,0.844119047619047,"sa",798091.164179639,2.75103826908821,6881,4792.5,3523,703070.805555556,816597.033333333,1099.5,5645.5,644,4082.5,561.5,2913
2020-10-25,1725.75723846125,1777,38.1665842452164,0.866904761904762,"sa",785493.540368305,2.78120426775122,14216,10031,7351,687696.38888889,797577.188888889,1548,12528.5,895.5,8981,768,6494.5
2020-11-01,3515.23777618256,3439,77.169587454839,0.814523809523809,"sa",753935.983474114,2.80268756459645,27010.5,17722,13696.5,648178.770833334,762165.566666666,1921,24686.5,1033,16408.5,938,12550.5
2020-11-08,6515.97717512433,6654,151.511926549162,0.889690476190476,"sa",702391.378848949,2.81778189181518,49428,32447,25250,589970.604166667,707769.883333334,2252,47071,1161,31248,1103.5,24103
2020-11-15,11625.2045030304,11485,284.10485262164,0.882357142857143,"sa",611540.17729227,2.82765582568721,79919,47376,39976,503270.930555556,614693.141666668,2256,77468.5,1105,46215.5,1122,38824
2020-11-22,17515.0498313909,17520,488.180605051551,0.871095238095238,"sa",506615.18809651,2.83303920275841,102818,53256,50703,397317.013888888,508713.016666667,1928,100450,834.5,51831.5,947.5,49524.5
2020-11-29,20841.4667504207,20697,741.774613295532,0.890214285714285,"sa",407969.425262881,2.83645209342924,102289,47913,50298.5,301779.041666667,409349.716666667,1312,100936.5,502,47449,655.5,49705
2020-12-06,19433.5858668908,19592,915.470811287465,0.906976190476191,"sa",337674.200879462,2.83900644161774,85534.5,37810.5,42285.5,230999.708333333,338571.383333334,716,85132,247.5,37511.5,372,42028
2020-12-13,15986.426781854,15938,908.612669358158,0.930547619047619,"sa",293945.05314114,2.8406161898298,62297,24998.5,31126,187272.5,294536.075000001,343,61907.5,109.5,24890.5,180,30918
2020-12-20,11042.3664400934,10944,823.094383634423,0.889690476190476,"sa",271716.693116849,2.84170530922732,38397,14440.5,19505,165841.041666667,272098.695833334,138,38248,39,14399,78.5,19427.5
2020-12-27,6625.40758589292,6721,642.471705040515,0.882880952380953,"sa",261713.391889543,2.84245792028088,21806,7981,11242.5,156835.041666667,261952.195833334,49.5,21739.5,14,7968.5,27.5,11209
2021-01-03,3751.36472819589,3765,437.453295404559,0.944952380952381,"sa",258033.416802194,2.84295435469044,12507.5,4744.5,6504.5,153847.259259259,258179.370833334,17.5,12492,5,4738,10,6493.5
2021-01-10,2180.86107878999,2167,273.732027070811,1,"sa",257846.271107327,2.84329717356688,7537,2923,3884,154380.580246913,257928.713888889,6,7530,2,2919.5,4,3878
2021-01-17,1318.1514065908,1420,163.745065572185,0.964857142857143,"sa",260355.358003552,2.84349663102795,4489.5,1721.5,2300,157578.402777777,260401.163888889,2,4487.5,1,1719,2,2299
2021-01-24,783.115842334236,834,95.9495187894439,0.939714285714286,"sa",263974.303976312,2.84364272915881,2651.5,976.5,1364.5,161862.782407408,263993.566666667,0.5,2650.5,1,975.5,1,1363
2021-01-31,454.875690929591,466,55.6893631080574,0.810857142857143,"sa",268553.566666666,2.84375,1426,525,729,166915.689814815,268553.566666666,0,1425.5,0,524.5,1,728
2021-02-07,240.377477922908,245,32.2859489845602,0.682,"sa",273596.983333333,2.84375,706.5,246.5,372,172801.916666667,273596.983333333,0,706.5,0,246,1,371.5
2021-02-14,118.693907548167,121,18.2345119063591,0.786761904761905,"sa",278803.4,2.84375,368.5,134.5,196.5,178854.125000001,278803.4,0,368.5,0,134.5,0,196
2021-02-21,62.2812669636867,61,9.92367281858038,0.716309523809524,"sa",284175.033333333,2.84375,194,72,106,184979.347222222,284175.033333333,0,194,0,72,0,105
