"date","case.truth","case","death","mob","relR0","wt.suscept","wt.Rtx","newitot","Etot","Itot","S1","S2","newItot1","newItot2","E1","E2","I1","I2"
2020-09-20,240.804820017803,241,6.05589384744726,0.615,"sa",895470.85631402,3.17362785732228,1979.5,1422.5,1028.5,721864.194444444,941618.763888889,418,1572.5,223.5,1201,211.5,823
2020-09-27,527.052639121024,492,10.7885414845336,0.705964285714286,"sa",913175.629584253,3.29801856001559,5055,4077,2695.5,716766.486111111,935154.9,516.5,4615.5,291.5,3801.5,260,2465
2020-10-04,1476.71295094259,1388,25.4888542521427,0.8195,"sa",899009.882218035,3.36492906753362,16603.5,14550.5,8993,694805.75,907922.554861111,707.5,16210,407.5,14358.5,358,8783.5
2020-10-11,5003.90678861308,5110,75.1841171957117,0.838619047619047,"sa",818613.535155468,3.39324300493769,55201.5,45762.5,29450,607786.527777777,822244.136574075,936,54353,542.5,45326,476.5,29043
2020-10-18,15621.8477966256,15421,241.819134060764,0.844119047619047,"sa",613694.521752503,3.40425066943004,147608.5,104258.5,76108,405429.666666667,615215.925,1072.5,146814.5,492,103865.5,520,75552.5
2020-10-25,36233.8438610014,36328,687.813515192296,0.866904761904762,"sa",344089.082431132,3.40914544968588,249844.5,129942,121460,136986.041666667,344701.647222222,736.5,249004.5,229,129628,353,121060.5
2020-11-01,49503.2609797723,49599,1389.25720375745,0.814523809523809,"sa",190046.5788541,3.41123944804234,211151,77563.5,100388,3053.25,190254.030555555,234,210923.5,43.5,77391,125,100253.5
2020-11-08,36143.0695093883,36242,1885.7002925614,0.889690476190476,"sa",126774.71212886,3.41211343884801,110346,35703.5,55410,1100,126817.435185186,37.5,110310.5,5.5,35698,29.5,55404.5
2020-11-15,17860.285883194,17626,1804.94284057275,0.882357142857143,"sa",108876.881205596,3.41240191005907,46383,13891.5,24698.5,1094.58333333333,108886.176388889,4,46382,1,13890.5,5.5,24696.5
2020-11-22,7345.39228335567,7399,1262.8956955792,0.871095238095238,"sa",106812.363182525,3.41243567086102,17682,5200,9901,1545.83333333333,106818.316666666,1,17681.5,0,5199,1,9898.5
2020-11-29,2787.53112440774,2752,704.137715016113,0.890214285714285,"sa",109830.247222223,3.4125,6715.5,2026,3823,5685.91666666667,109830.247222223,0,6715,0,2025.5,1,3822
2020-12-06,1065.98899229564,1039,327.905558531412,0.906976190476191,"sa",115130.027777778,3.4125,2645.5,802,1501.5,11891.5833333333,115130.027777778,0,2645.5,0,802,1,1501
2020-12-13,422.375443793103,428,135.777540650354,0.930547619047619,"sa",121271.861111111,3.4125,1070,328,602.5,18841.4444444444,121271.861111111,0,1070,0,328,0,602.5
2020-12-20,169.588506408033,216,52.3049578906663,0.889690476190476,"sa",127740.352777777,3.4125,424.5,132.5,243.5,26109.8055555555,127740.352777777,0,424.5,0,132.5,0,243.5
2020-12-27,68.2896366122776,68,20.1548873200809,0.882880952380953,"sa",134268.179166666,3.4125,175,55,98,33446.8888888889,134268.179166666,0,175,0,55,0,98
2021-01-03,27.9231723464986,30,7.97684010725684,0.944952380952381,"sa",140813.725,3.4125,75.5,24,42,40806.8333333333,140813.725,0,75.5,0,24,0,42
2021-01-10,12.450085707706,9,3.24601105685437,1,"sa",147417.59861111,3.4125,36,12,20,48155.625,147417.59861111,0,36,0,12,0,20
2021-01-17,5.87421335632949,2,1.32447291131125,0.964857142857143,"sa",153913.547222222,3.4125,16.5,5.5,9,55460.25,153913.547222222,0,16.5,0,5.5,0,9
2021-01-24,2.73892461586301,2,0.5534460167341,0.939714285714286,"sa",160385.765277777,3.4125,8,3,4,62637.3333333333,160385.765277777,0,8,0,3,0,4
2021-01-31,1.30992078440991,1,0.246714705316345,0.810857142857143,"sa",166828.34861111,3.4125,3,1,2,69754.4861111111,166828.34861111,0,3,0,1,0,2
2021-02-07,0.458270537348999,4,0.112497882230687,0.682,"sa",173173.856944444,3.4125,1,1,1,76837.7361111111,173173.856944444,0,1,0,1,0,1
2021-02-14,0.180222373863651,0,0.0508667326723787,0.786761904761905,"sa",NA,NA,0,0,1,83927.5138888889,179500.856944444,0,0,0,0,0,1
2021-02-21,0.0424943284947875,0,0.0212011965585377,0.716309523809524,"sa",NA,NA,0,0,1,90952.25,185769.023611111,0,0,0,0,0,1
