"date","case.truth.sce1","case.sce1","death.sce1","mob.sce1","relR0.sce1","wt.suscept.sce1","wt.Rtx.sce1","newitot.sce1","Etot.sce1","Itot.sce1","S1.sce1","S2.sce1","newItot1.sce1","newItot2.sce1","E1.sce1","E2.sce1","I1.sce1","I2.sce1","case.truth.sce2","case.sce2","death.sce2","mob.sce2","relR0.sce2","wt.suscept.sce2","wt.Rtx.sce2","newitot.sce2","Etot.sce2","Itot.sce2","S1.sce2","S2.sce2","newItot1.sce2","newItot2.sce2","E1.sce2","E2.sce2","I1.sce2","I2.sce2","case.truth.sce3","case.sce3","death.sce3","mob.sce3","relR0.sce3","wt.suscept.sce3","wt.Rtx.sce3","newitot.sce3","Etot.sce3","Itot.sce3","S1.sce3","S2.sce3","newItot1.sce3","newItot2.sce3","E1.sce3","E2.sce3","I1.sce3","I2.sce3","case.truth.sce4","case.sce4","death.sce4","mob.sce4","relR0.sce4","wt.suscept.sce4","wt.Rtx.sce4","newitot.sce4","Etot.sce4","Itot.sce4","S1.sce4","S2.sce4","newItot1.sce4","newItot2.sce4","E1.sce4","E2.sce4","I1.sce4","I2.sce4","case.truth.sce5","case.sce5","death.sce5","mob.sce5","relR0.sce5","wt.suscept.sce5","wt.Rtx.sce5","newitot.sce5","Etot.sce5","Itot.sce5","S1.sce5","S2.sce5","newItot1.sce5","newItot2.sce5","E1.sce5","E2.sce5","I1.sce5","I2.sce5"
"2020-05-31",2700.60730836275,2743,151.988728345054,0.583452380952381,"sa",876453.347222222,2.275,35081,20761,17667.5,876453.347222222,975418.666666667,35081,0,20761,0,17667.5,0,2564.91393703198,2593,149.941047836451,0.583452380952381,"sa",882740.683641975,2.275,33604.5,20029.5,16997,882740.683641975,883419,33604.5,0,20029.5,0,16997,0,2464.65283556745,2467,142.695747743904,0.583452380952381,"sa",887440.069444444,2.275,32389.5,19346,16360.5,887440.069444444,977724.916666667,32389.5,0,19346,0,16360.5,0,2611.13454484874,2674,164.114845465496,0.583452380952381,"sa",881034.976851853,2.275,34024,20283,17189.5,881034.976851853,929060.25,34024,0,20283,0,17189.5,0,528.965638754932,565,122.542273654129,0.325285714285714,"uk",878945.930555556,2.275,3737,1483,1942,878945.930555556,879769.166666667,3737,0,1483,0,1942,0
"2020-06-07",3920.43565763334,3987,214.15704901827,0.6,"sa",817757.541666666,2.275,50435,29601.5,25404,817757.541666666,963837.666666667,50435,0,29601.5,0,25404,0,3762.90313773435,3736,219.129651813124,0.6,"sa",825907.027777777,2.275,48825,28812.5,24615,825907.027777777,826746.916666667,48825,0,28812.5,0,24615,0,3633.98190125767,3557,208.669962148721,0.6,"sa",832251.069444444,2.275,47244,27995.5,23785.5,832251.069444444,966760.416666667,47244,0,27995.5,0,23785.5,0,3812.63343435409,3691,236.213169119974,0.6,"sa",824005.393518519,2.275,49319.5,29081,24788.5,824005.393518519,894993.5,49319.5,0,29081,0,24788.5,0,333.013798897864,324,75.6702355160738,0.327642857142857,"uk",878016.430555556,2.275,2375.5,928,1224,878016.430555556,878884.916666667,2375.5,0,928,0,1224,0
"2020-06-14",5229.78218415428,5163,305.268186052614,0.366833333333333,"sa",777656.624999999,2.275,49388.5,21393.5,23841,777656.624999999,955853,49388.5,0,21393.5,0,23841,0,5080.89487364725,5022,320.861488435672,0.366833333333333,"sa",786543.458333333,2.275,48239.5,20958.5,23206,786543.458333333,787863,48239.5,0,20958.5,0,23206,0,4926.05315950356,4891,298.042659594532,0.366833333333333,"sa",793514.236111111,2.275,47072.5,20523,22687,793514.236111111,959134.416666667,47072.5,0,20523,0,22687,0,5116.61225783593,5181,331.932695392594,0.366833333333333,"sa",784471.143518519,2.275,48536.5,21002.5,23370.5,784471.143518519,871516.666666667,48536.5,0,21002.5,0,23370.5,0,210.405411083467,203,45.3742965514967,0.342857142857143,"uk",877730.930555556,2.275,1502,595,768,877730.930555556,878586.583333333,1502,0,595,0,768,0
"2020-06-21",4547.97064259831,4588,388.595649671026,0.358333333333333,"sa",747162.083333333,2.275,37261.5,16072,18657.5,747162.083333333,949781.75,37261.5,0,16072,0,18657.5,0,4458.029353942,4438,412.085130607549,0.358333333333333,"sa",756067.458333333,2.275,36860.5,15967,18404,756067.458333333,757816.333333333,36860.5,0,15967,0,18404,0,4355.96256835853,4336,374.516235930867,0.358333333333333,"sa",763420.152777778,2.275,36202,15797.5,18043.5,763420.152777778,953221.416666667,36202,0,15797.5,0,18043.5,0,4475.57031633672,4514,419.135743344091,0.358333333333333,"sa",754045.560185186,2.275,36755.5,16019,18344,754045.560185186,853417.5,36755.5,0,16019,0,18344,0,133.91363586592,134,27.5258899727522,0.369857142857143,"uk",877827.097222223,2.275,992,402.5,502,877827.097222223,878684.416666667,992,0,402.5,0,502,0
"2020-06-28",3460.50882336996,3488,400.858445573384,0.368333333333333,"sa",724128.833333333,2.275,28208.5,12247,14187.5,724128.833333333,945220,28208.5,0,12247,0,14187.5,0,3426.82729717252,3487,413.4762900021,0.368333333333333,"sa",733023.944444444,2.275,28066,12217,14089,733023.944444444,734877.166666667,28066,0,12217,0,14089,0,3375.28339749953,3476,379.378003610271,0.368333333333333,"sa",740220.652777778,2.275,27871,12144.5,14015,740220.652777778,948605.166666667,27871,0,12144.5,0,14015,0,3417.15684567832,3447,419.999428685857,0.368333333333333,"sa",730856.060185186,2.275,28097,12255,14122,730856.060185186,839673.25,28097,0,12255,0,14122,0,89.1738636481999,76,17.1707072040343,0.407785714285714,"uk",878129.680555556,2.275,692,294,352,878129.680555556,879014.583333333,692,0,294,0,352,0
"2020-07-05",2611.83290482072,2543,354.127222700465,0.37,"sa",707139,2.275,21584,9375.5,10820,707139,941815.75,21584,0,9375.5,0,10820,0,2598.77250575934,2630,361.401092112253,0.37,"sa",715832.027777777,2.275,21491.5,9482.5,10766.5,715832.027777777,717843.5,21491.5,0,9482.5,0,10766.5,0,2599.870644762,2551,344.631649856281,0.37,"sa",722796.402777778,2.275,21401,9435.5,10775.5,722796.402777778,945143.916666667,21401,0,9435.5,0,10775.5,0,2599.92158342623,2610,368.474455179881,0.37,"sa",713723.916666667,2.275,21657,9463.5,10888.5,713723.916666667,829506.5,21657,0,9463.5,0,10888.5,0,63.7360055963501,55,11.3407616394954,0.430071428571429,"uk",878567.430555556,2.275,511.5,221,257.5,878567.430555556,879429.25,511.5,0,221,0,257.5,0
"2020-07-12",1957.39838091118,1932,291.266125625613,0.270095238095238,"sa",699439.333333333,2.275,13895.5,5157,6914,699439.333333333,940310.000000001,13895.5,0,5157,0,6914,0,1955.38711319304,1954,289.899375883258,0.270095238095238,"sa",707853.194444444,2.275,14248.5,5322.5,7088.5,707853.194444444,709996.333333334,14248.5,0,5322.5,0,7088.5,0,1954.52064949672,1949,283.640146969732,0.270095238095238,"sa",714635.319444444,2.275,14276.5,5342,7085.5,714635.319444444,943539.333333334,14276.5,0,5342,0,7085.5,0,1964.85003811773,1899,292.04137808433,0.270095238095238,"sa",705986.750000001,2.275,14009.5,5278.5,6969.5,705986.750000001,824848.916666667,14009.5,0,5278.5,0,6969.5,0,47.8151292227141,47,7.60735601411614,0.459214285714285,"uk",879096.847222222,2.275,398.5,180,200.5,879096.847222222,879967,398.5,0,180,0,200.5,0
"2020-07-19",1190.19987074674,1118,218.295760772099,0.263619047619048,"sa",696021,2.275,7867,2928,4040.5,696021,939633.083333334,7867,0,2928,0,4040.5,0,1228.14653291354,1236,214.093923580881,0.263619047619048,"sa",704229.111111111,2.275,8145,3044,4182,704229.111111111,706361.416666667,8145,0,3044,0,4182,0,1230.28291836333,1284,219.151820851664,0.263619047619048,"sa",710734.402777778,2.275,8245.5,3095,4230.5,710734.402777778,942755.666666667,8245.5,0,3095,0,4230.5,0,1213.05968469506,1230,225.167637847113,0.263619047619048,"sa",702444.416666667,2.275,8081.5,3015,4145.5,702444.416666667,822669.166666667,8081.5,0,3015,0,4145.5,0,37.3459234818125,24,5.5005632152226,0.467785714285715,"uk",879732.513888889,2.275,319,143.5,160.5,879732.513888889,880597.25,319,0,143.5,0,160.5,0
"2020-07-26",678.453274058694,674,151.794443706673,0.250857142857143,"sa",695268,2.275,4372.5,1579,2268.5,695268,939506.083333333,4372.5,0,1579,0,2268.5,0,698.606543499222,726,144.550484167553,0.250857142857143,"sa",703282.944444444,2.275,4579.5,1670,2374,703282.944444444,705437.666666667,4579.5,0,1670,0,2374,0,711.316023227625,741,154.283672194599,0.250857142857143,"sa",709588.652777778,2.275,4654.5,1720.5,2412.5,709588.652777778,942547.5,4654.5,0,1720.5,0,2412.5,0,694.094436713077,699,151.963226107464,0.250857142857143,"sa",701562.25,2.275,4507.5,1640,2336.5,701562.25,822225,4507.5,0,1640,0,2336.5,0,30.289421614214,24,4.19135186030067,0.511714285714286,"uk",880375.263888889,2.275,270.5,126,136,880375.263888889,881241.916666667,270.5,0,126,0,136,0
"2020-08-02",372.92835051573,380,98.9628912383699,0.270285714285714,"sa",695784.5,2.275,2444.5,928.5,1286.5,695784.5,939603.166666667,2444.5,0,928.5,0,1286.5,0,392.954750783065,358,94.1729403643435,0.270285714285714,"sa",703604.944444444,2.275,2621.5,988,1349.5,703604.944444444,705776.833333334,2621.5,0,988,0,1349.5,0,401.968451870535,403,99.0834054543368,0.270285714285714,"sa",709818.402777778,2.275,2687,1029.5,1399,709818.402777778,942578,2687,0,1029.5,0,1399,0,387.139987042103,362,96.8243646974198,0.270285714285714,"sa",701913.25,2.275,2548,963.5,1319.5,701913.25,822479.416666667,2548,0,963.5,0,1319.5,0,26.4979514835554,34,3.36730494297333,0.5295,"uk",881046.930555556,2.275,245,116,124.5,881046.930555556,881915.916666667,245,0,116,0,124.5,0
"2020-08-09",213.638827500495,193,58.6154931650407,0.288,"sa",697006.833333333,2.275,1462.5,557,761,697006.833333333,939873.666666667,1462.5,0,557,0,761,0,227.574684951258,248,54.9858808832752,0.288,"sa",704725.611111111,2.275,1553.5,606,807,704725.611111111,706873.333333334,1553.5,0,606,0,807,0,234.896492067621,196,60.1059535228927,0.288,"sa",710814.986111111,2.275,1616.5,627.5,848,710814.986111111,942777.916666667,1616.5,0,627.5,0,848,0,221.156837764758,210,57.1793293475939,0.288,"sa",703012.5,2.275,1532.5,592,805,703012.5,823148.500000001,1532.5,0,592,0,805,0,23.8004108363966,23,2.84253286436152,0.542571428571429,"uk",881713.263888889,2.275,224.5,109,111.5,881713.263888889,882596.916666667,224.5,0,109,0,111.5,0
"2020-08-16",126.902542337332,130,32.9174886185319,0.274285714285714,"sa",698761.583333333,2.275,847,325,435.5,698761.583333333,940203.833333333,847,0,325,0,435.5,0,136.069243525442,109,31.6878083042904,0.274285714285714,"sa",706300.777777778,2.275,915,341.5,472,706300.777777778,708478.333333333,915,0,341.5,0,472,0,141.255571961886,147,34.836953649844,0.274285714285714,"sa",712348.319444444,2.275,966,353.5,493.5,712348.319444444,943078.666666667,966,0,353.5,0,493.5,0,133.848633819567,128,32.2082760429942,0.274285714285714,"sa",704636.666666667,2.275,909.5,334.5,469,704636.666666667,824128.75,909.5,0,334.5,0,469,0,22.3652191626067,32,2.45701671328243,0.591642857142857,"uk",882356.180555556,2.275,224,112.5,110.5,882356.180555556,883249,224,0,112.5,0,110.5,0
"2020-08-23",75.3290510345957,62,18.8633976848795,0.259809523809524,"sa",734225.565904239,2.275,548,205.5,285,700717.833333333,940090.066666667,470,76.5,175,30,242.5,37.5,81.8265637164103,91,18.359562912879,0.259809523809524,"sa",708106.123758666,2.4322934232715,592.5,218.5,303.5,708101.111111111,708137.361111111,511,82,182.5,36,263.5,41,85.6587963115949,86,20.1697250716609,0.259809523809524,"sa",750246.111270856,2.45489217252396,628.5,247,333.5,714083.236111111,942749.497222222,527,99,197.5,49,280.5,49,80.6541357647414,81,18.8567748517961,0.259809523809524,"sa",723228.116376812,2.35610869565217,570.5,213.5,298.5,706484.916666667,823891.500000001,493,82,182,34,261,40.5,27.1372823422446,32,2.3058237112194,0.689285714285714,"uk",882720.142595888,2.72298339264531,421.5,253,216,882719.847222222,882720.597222222,255.5,166,139,116,128.5,88
"2020-08-30",46.5025446080568,41,11.0789232101397,0.265428571428572,"sa",741193.164378029,2.275,303.5,118.5,159.5,702796.25,940473.15,259.5,50,96.5,22,134,25,50.3840902625548,42,10.7185472132029,0.265428571428572,"sa",710102.169530355,2.4860824742268,343,128.5,180,710099.277777778,710114.861111111,276.5,63,102,27,148.5,32,55.7208725815708,39,12.2722477889484,0.265428571428572,"sa",771285.700798611,2.552265625,397.5,150,199.5,715922.902777778,943052.330555555,302.5,97.5,107.5,48,153.5,48,49.2985764794021,48,11.0709432950184,0.265428571428572,"sa",728973.124242425,2.37496212121212,323.5,128,168,708479.000000001,825083.500000001,272,58,103,25,140.5,29,47.3726518109035,55,2.77067217830219,0.701428571428571,"uk",882753.984674694,2.87359315589354,644,406.5,328.5,882763.763888889,882745.180555556,311.5,346,173.5,240,159,176.5
"2020-09-06",28.637171518036,31,6.72673161847877,0.622928571428571,"sa",755512.487871148,2.275,300,168.5,157,704724.583333333,940808.983333334,233.5,64,124.5,42,124.5,33,32.4839829245887,30,6.48537413774314,0.622928571428571,"sa",711889.009246144,2.56984773371105,355.5,206.5,186,711888.944444444,711889.194444445,261.5,91.5,142,62.5,140,49.5,38.4763507860361,34,7.60476811735903,0.622928571428571,"sa",809981.651151203,2.74172680412371,475,325.5,258.5,717378.569444445,943069.497222222,286,199,156.5,161,146.5,110.5,30.5700050109906,25,6.8375413428446,0.622928571428571,"sa",737863.103174604,2.41041666666667,335,196,172.5,710270.583333334,826159.166666667,256,80,145.5,54,137,42,75.5454348465489,73,4.09785274565713,0.708809523809524,"uk",882169.045372029,3.01381490599821,1114.5,726.5,564,882177.597222222,882164.430555556,391.5,725.5,218.5,514,196,373.5
"2020-09-13",32.460366630213,29,4.34682342709709,0.651214285714286,"sa",771842.314690721,2.275,399,221,201.5,706568.75,941070.075,280,108,148,67,142,55.5,40.053331076322,28,4.32582805465236,0.651214285714286,"sa",713518.579767079,2.68116850551655,500.5,293.5,259.5,713510.694444444,713532.777777778,320.5,178,173,122,162,91.5,59.5412167168778,79,5.55289350547769,0.651214285714286,"sa",860436.77375045,2.99652103559871,951,673.5,490,718162.944444446,942461.991666666,339,588,189,470.5,171,316.5,37.0308784188905,32,4.50581918498059,0.651214285714286,"sa",749517.704577969,2.46051502145923,455,271.5,231.5,711955.166666667,827114.000000001,314,152,173.5,101,158.5,77.5,135.244005981665,128,6.73164392026669,0.73047619047619,"uk",880180.876182599,3.1368990672088,2109,1477,1095.5,880188.263888889,880178.513888889,506.5,1584,294,1146.5,254.5,814.5
"2020-09-20",42.4092551701177,33,3.72858485985368,0.615,"sa",790558.626960784,2.275,489.5,262,242,708333.291666666,941305.075,308,168,159,101.5,155.5,85,54.9090926559866,52,4.11031965456746,0.615,"sa",714916.65878268,2.81782169117647,683.5,398.5,339.5,714905.444444444,714928.944444444,355.5,324.5,186,213.5,177.5,167,119.691398573734,102,6.44360627735114,0.615,"sa",896422.428920217,3.1877069322297,1977,1423,1035.5,717513.444444446,940486.408333333,382,1551,201,1196,190,813.5,50.0874855457701,54,3.95141361327917,0.615,"sa",762136.046594983,2.51680107526882,603.5,351,302.5,713493.500000001,827907.583333334,347.5,257,181.5,165,171,128.5,263.369851305795,276,12.4192961801587,0.738809523809524,"uk",875097.611241096,3.22912669630323,4401.5,3046.5,2262,875118.930555556,875093.513888889,689,3585,403.5,2617,351,1866
