"date","case.truth.sce1","case.sce1","death.sce1","mob.sce1","relR0.sce1","wt.suscept.sce1","wt.Rtx.sce1","newitot.sce1","Etot.sce1","Itot.sce1","S1.sce1","S2.sce1","newItot1.sce1","newItot2.sce1","E1.sce1","E2.sce1","I1.sce1","I2.sce1","case.truth.sce2","case.sce2","death.sce2","mob.sce2","relR0.sce2","wt.suscept.sce2","wt.Rtx.sce2","newitot.sce2","Etot.sce2","Itot.sce2","S1.sce2","S2.sce2","newItot1.sce2","newItot2.sce2","E1.sce2","E2.sce2","I1.sce2","I2.sce2","case.truth.sce3","case.sce3","death.sce3","mob.sce3","relR0.sce3","wt.suscept.sce3","wt.Rtx.sce3","newitot.sce3","Etot.sce3","Itot.sce3","S1.sce3","S2.sce3","newItot1.sce3","newItot2.sce3","E1.sce3","E2.sce3","I1.sce3","I2.sce3","case.truth.sce4","case.sce4","death.sce4","mob.sce4","relR0.sce4","wt.suscept.sce4","wt.Rtx.sce4","newitot.sce4","Etot.sce4","Itot.sce4","S1.sce4","S2.sce4","newItot1.sce4","newItot2.sce4","E1.sce4","E2.sce4","I1.sce4","I2.sce4","case.truth.sce5","case.sce5","death.sce5","mob.sce5","relR0.sce5","wt.suscept.sce5","wt.Rtx.sce5","newitot.sce5","Etot.sce5","Itot.sce5","S1.sce5","S2.sce5","newItot1.sce5","newItot2.sce5","E1.sce5","E2.sce5","I1.sce5","I2.sce5"
"2020-09-27",52.8352065680946,53,4.06453414364798,0.705964285714286,"sa",809077.974317585,2.275,652,394,328,709959.874999999,941356.908333333,363,272,200.5,180.5,180,139,76.2718256348315,81,5.11838312828425,0.705964285714286,"sa",715671.742165242,2.95555555555556,1037,666.5,532,715659.277777778,715680.111111111,423,630,241.5,443.5,219.5,326.5,262.541389674257,264,11.3863214041594,0.705964285714286,"sa",912692.209552269,3.30430383914101,5091.5,4127,2714.5,711815.625,933807.525,469.5,4466.5,262.5,3710,239.5,2396,67.8804825198946,72,4.54525084602588,0.705964285714286,"sa",775857.775917604,2.58110252808989,891,557.5,457,714674.083333334,828355.683333334,411,479,223.5,327.5,207.5,245.5,549.211101184808,545,23.3787730331185,0.697380952380952,"uk",864509.172169766,3.29285908440629,8846,6116,4543.5,864481.805555556,864512.388888889,919,7818.5,521,5543,461,4026
"2020-10-04",74.334876895172,86,5.1192535680107,0.8195,"sa",831173.592727567,2.275,1076.5,705.5,545,711097.041666666,940973.825,491.5,537.5,288.5,374.5,249.5,281,125.274998836836,125,7.18484584972296,0.8195,"sa",714916.963479362,3.08233814258002,2018,1445.5,1059,714928.319444444,714912.319444445,598.5,1463.5,354.5,1087.5,305,771,748.949008107056,727,25.893822299684,0.8195,"sa",900207.951124436,3.36747047846304,16764.5,14461.5,9024.5,686849.208333333,909002.186111111,647,15697,381,13872,327.5,8490.5,105.460698896965,106,6.20367449260433,0.8195,"sa",788821.211085557,2.6471902790555,1620.5,1125,834,714852.916666667,827885.066666667,563.5,1067,342.5,803,279.5,546,1105.74532042373,1105,46.6610134637992,0.709285714285714,"uk",839599.110232286,3.33676075268817,18272,12913.5,9444.5,839609.027777779,839598.402777778,1207.5,16927.5,700,12143,610.5,8758.5
"2020-10-11",129.071952144492,134,7.40204054654653,0.838619047619047,"sa",852210.244512195,2.275,1922,1248.5,962,711372.041666666,939825.825,684,1099.5,404,771.5,346.5,560,257.963712886857,238,12.1926652312038,0.838619047619047,"sa",711375.058364888,3.18821722499131,4321,3121,2227.5,711411.319444444,711366.152777778,850.5,3463,505.5,2611,429,1796,2507.89860380001,2517,75.9273284899209,0.838619047619047,"sa",819703.750423705,3.39432205909257,55063.5,46012.5,29404.5,606650.500000001,823163.763888889,873.5,53786.5,483.5,44944.5,434.5,28747.5,200.000998816719,219,9.95693802897838,0.838619047619047,"sa",797831.305684124,2.70314725232198,3197.5,2256,1650,713178.86111111,825631.008333333,798.5,2431.5,478.5,1770.5,396,1271.5,2310.48819268402,2369,95.4207791742063,0.710952380952381,"uk",787973.680809173,3.36474104508224,38001.5,26405.5,19556,788182.847222222,787964.513888888,1586.5,36200,846,25419,790,18671
"2020-10-18",228.196799827507,239,11.7925712277051,0.844119047619047,"sa",868345.191854083,2.275,3295.5,2156.5,1687,709879.124999999,937486.708333333,945.5,2167,546.5,1493.5,479.5,1115,552.958956380718,511,23.9266535789842,0.844119047619047,"sa",700714.063370458,3.26761944030645,9390,6700.5,4858.5,700734.861111111,700711.027777778,1197,8201,699.5,6089,598,4284.5,7833.22527478091,7810,246.953857095503,0.844119047619047,"sa",621168.650186604,3.40522409389957,148246.5,104639.5,76312,406744.75,622549.020833333,945.5,146872,428,104094.5,459.5,75797,396.941952916109,421,18.5893503370693,0.844119047619047,"sa",798897.9289,2.74474375,6463,4537,3352.5,706831.374999999,818302.475000001,1131.5,5368.5,664.5,3910.5,560.5,2784,4770.08059921037,4855,196.67199077225,0.740952380952381,"uk",691837.879950982,3.38394385487204,77103.5,51913,39501.5,693221.256944445,691802.256944444,1931.5,75007.5,1058,50688.5,959.5,38407.5
"2020-10-25",390.880399307547,374,19.8972233542875,0.866904761904762,"sa",877751.09734011,2.275,5845.5,3857.5,2991,705316.708333333,931571.283333334,1334,4274,780.5,2940,672,2209,1199.15757913914,1251,51.7288623437657,0.866904761904762,"sa",661995.824198724,3.32302717986136,20431,14622.5,10615.5,662399.990740741,661961.319444444,1617,18940.5,902.5,13751,800,9810,18137.1019297182,18139,696.938124144906,0.866904761904762,"sa",346980.205354078,3.40953799235876,248986.5,130223,121272,137956.363425925,347525.916666667,648.5,248395,203.5,129849.5,309.5,120974,814.44314252479,826,36.9059887722352,0.866904761904762,"sa",785383.461631036,2.77880047890241,13524,9532,6999.5,688125.712962964,797921.846296297,1544,11976.5,897,8573,777,6196,9438.98532060927,9412,400.69392147859,0.794285714285714,"uk",517983.436320859,3.39483307530963,140502,86004,70728.5,519821.11111111,517954.444444444,2177,137991,1092,84865.5,1073,69528.5
"2020-11-01",689.043421956131,714,35.3649016402965,0.814523809523809,"sa",879729.258613503,2.275,9796,6210.5,4959.5,695924.722222221,921094.201851852,1738.5,7725,968,5007,874,3930,2551.24940157839,2534,115.46941447026,0.814523809523809,"sa",617781.177033705,3.35709114982134,39275.5,25537,19943,618391.983796296,617749.900462963,1908.5,37271.5,1018.5,24458.5,952.5,18946,24798.333638927,24763,1456.35215372844,0.814523809523809,"sa",189416.072103931,3.41133523599307,213314,79106.5,101437.5,3343.33333333333,189606.8,218.5,213167,38,79046,116.5,101364,1675.23832384597,1689,74.7408263992318,0.814523809523809,"sa",756489.378792403,2.80080733516753,25704.5,16981.5,13093,651915.736111111,765029.904166667,1921,23521.5,1012.5,15697.5,943.5,11973.5,15628.9150660505,15686,749.826175750842,0.763809523809524,"uk",338328.526872139,3.40045476820952,179831,85074,87149,341474.11111111,338294.861111111,1901.5,177668,762.5,84334,927,86215.5
"2020-11-08",1154.96648762986,1227,61.8292282512347,0.889690476190476,"sa",871517.498550714,2.275,16957.5,11031.5,8667.5,677151.333333333,902481.291666667,2242,14073.5,1281,9462.5,1118.5,7190,4689.69276656516,4772,234.427701359086,0.889690476190476,"sa",540653.290585554,3.37724954459355,69030.5,43209,35046,541486.881944444,540626.631944444,2135,66759.5,1086,42104,1051.5,33924.5,18245.357699156,18236,1903.61449232559,0.889690476190476,"sa",126745.776287551,3.41216518902382,112158,36188.5,56431.5,1102.33333333333,126782.768981482,33,112082.5,5,36180,27.5,56376,3116.01268216817,3041,148.685215340578,0.889690476190476,"sa",702053.523424425,2.81644840996696,47883,31650,24474.5,591466.395833335,707629.686111112,2266.5,44949.5,1233,30195.5,1125,23059.5,17120.414745445,16831,1218.88739929593,0.754047619047619,"uk",221578.089416397,3.40387886190085,148744.5,59465,72168.5,226305.569444444,221541.986111111,1125.5,147376.5,378,59064.5,560,71513
"2020-11-15",1992.31919904963,1897,103.165201878259,0.882357142857143,"sa",847817.874845741,2.275,27963,17380,14167,637435.745370371,871575.173148148,2781.5,24631.5,1502,15594.5,1386.5,12475,7849.80301158688,7883,412.377775707085,0.882357142857143,"sa",431550.722522959,3.38903141996272,97771,52192.5,48423.5,432510.666666666,431530.499999999,2020,95887.5,867,51305,1005,47506,9063.86112379854,9110,1775.47761525937,0.882357142857143,"sa",109019.249417103,3.41239030505642,46677.5,13913.5,24877,1092.66666666667,109029.658333334,4.5,46659,1,13909.5,5,24867.5,5662.59973825292,5664,281.552291358725,0.882357142857143,"sa",617151.678153977,2.82569126654464,78246,46849,39168.5,505226.699074074,620822.016666667,2480.5,75641.5,1219,45327.5,1216.5,37895,13191.3735588437,13106,1370.6575165121,0.749047619047619,"uk",166645.39715961,3.40585677749361,88947.5,31193,44582.5,171737.069444444,166615.486111111,519.5,88433,160.5,31006,270,44239
"2020-11-22",3184.73003638358,3106,174.107706194324,0.871095238095238,"sa",807366.666611724,2.275,41897.5,24941.5,21148,588615.203703703,824850.472222222,3087,38623.5,1555.5,23308,1530,19496.5,10191.0896371813,10229,644.734461009276,0.871095238095238,"sa",334999.399706977,3.39584019566076,96386.5,44229.5,47395.5,336971.75,334970.083333334,1409.5,94828.5,536,43672.5,696,46531,3680.3622370864,3679,1281.55021547689,0.871095238095238,"sa",106477.734067057,3.41243523869168,17564.5,5239,9777,1548.70833333333,106483.708333332,1,17563.5,1,5238,2,9774,8639.31902607311,8514,481.790085169693,0.871095238095238,"sa",514365.369484618,2.83202959473609,102157,53224.5,50449.5,403837.527777778,516690.975,2096,99615.5,845.5,51982,1035,49211,7465.62535727175,7370,1312.29771925565,0.74452380952381,"uk",145147.744543291,3.40722573660284,44143.5,14706.5,22911.5,150440.770833335,145123.087962964,204.5,43900,62,14631.5,114.5,22774.5
"2020-11-29",4659.15902168824,4587,279.598022995172,0.890214285714285,"sa",750932.119870669,2.275,58469,33455.5,29270.5,524986.37654321,763438.983333333,3057.5,55236,1512.5,31816.5,1514,27658.5,9107.81859908487,9122,774.12398486564,0.890214285714285,"sa",267247.348065433,3.40128070531925,77565.5,36013,38338,269911.583333333,267220.808641976,764.5,76746.5,268,35693,392.5,37918.5,1383.07942952321,1359,725.447413377202,0.890214285714285,"sa",109780.005555556,3.4125,6674,2002,3805.5,5711.04166666667,109780.005555556,0,6673.5,0,2002,1,3804.5,10401.4242374505,10466,703.935174483234,0.890214285714285,"sa",415907.434806504,2.83644213947273,103026,48326.5,50648,308288.708333333,417308.225,1322,101565.5,509.5,48014.5,666,49971,3628.73415705638,3680,978.689219817528,0.725714285714286,"uk",138749.608471345,3.40811177728088,20371.5,6748.5,10862.5,144350.791666667,138727.916666666,78.5,20270,23.5,6719.5,45,10803
"2020-12-06",6319.71140266406,6361,423.294836983072,0.906976190476191,"sa",677241.767255252,2.275,73792,39704.5,36760,450118.583333333,686295.641666666,2799,70215,1241,38072.5,1384,34938,7577.08437499124,7613,798.318062657927,0.906976190476191,"sa",227259.024211873,3.40477574320297,57888,22541.5,28839.5,230532.725308642,227236.64197531,393,57481.5,127,22371,200,28628,527.850375866532,510,332.36326830006,0.906976190476191,"sa",115182.405555554,3.4125,2610.5,803,1480,11916.9583333333,115182.405555554,0,2610,0,803,1,1479.5,9814.86598196001,9812,841.39608286784,0.906976190476191,"sa",342241.721569127,2.83888799880984,87339.5,38304.5,43026.5,235663.773148149,343160.666666667,747,86636,262,38099.5,383.5,42633.5,1675.15128083029,1660,594.885836560518,0.697857142857143,"uk",139858.160092463,3.40893262679788,9250,3012.5,4980.5,145299.458333333,139841.041666668,29,9218,8,3004,17,4959.5
"2020-12-13",7677.19535909012,7687,552.012270844507,0.930547619047619,"sa",599333.63134942,2.275,82489,41363,40817.5,368264.041666666,605555.262962963,2133,79219,876.5,40298.5,1042.5,39235,5091.71662224136,5063,723.294791800647,0.930547619047619,"sa",207154.877780142,3.40670377994012,34769,13037.5,17689.5,210845.558641976,207135.975308643,177,34559,58,12967,92,17580,207.976655070826,189,137.007385745311,0.930547619047619,"sa",121395.299999999,3.4125,1048,330,597,18865.7916666667,121395.299999999,0,1048,0,329.5,0,597,8102.05548247699,8089,909.31879871396,0.930547619047619,"sa",296414.334391069,2.84059040104553,64016.5,25869,31845.5,190188.773148149,297007.75,356,63726.5,108.5,25757,187,31700.5,753.731280110336,743,305.342351538983,0.679047619047619,"uk",143638.037141025,3.40948602914609,4149.5,1355.5,2254,149220.606481482,143623.206018517,11,4140.5,3,1351,6,2244
"2020-12-20",8181.16124052266,8065,682.206127846391,0.889690476190476,"sa",532532.270132213,2.275,76709,35453,37807,302163.208333333,536668.762962963,1348.5,75100.5,500.5,34836.5,666.5,37026.5,2991.14983821726,3064,581.767139588809,0.889690476190476,"sa",199688.030862754,3.40806334182745,19246.5,6908.5,9898,203724.558641976,199672.225308643,75,19154,23,6880,41,9848.5,83.8269271538496,100,53.717819438538,0.889690476190476,"sa",127833.55,3.4125,427,132,240.5,26103,127833.55,0,427,0,132,0,240.5,5699.09521056355,5688,817.780310772378,0.889690476190476,"sa",272421.315113144,2.84182377511854,39893,14963,20174.5,167570.374999999,272777.627777778,135,39726,38,14910.5,71.5,20063.5,338.838546131054,351,147.060060285194,0.562619047619048,"uk",149074.67308112,3.41058501683502,1785,562,976,154709.231481481,149065.171296297,3,1779,1,560.5,2,972.5
"2020-12-27",7309.39877544901,7428,751.814671655882,0.882880952380953,"sa",482309.213684495,2.275,63081,27442,31376,252733.125,484959.616666666,714.5,61889.5,235.5,27171,358.5,30765.5,1629.1283330355,1660,367.798083786973,0.882880952380953,"sa",198656.670086509,3.40902192138877,10146,3593,5271,202746.975308642,198644.125,31,10107.5,10,3581,17,5252.5,33.8757717646541,32,20.87289568645,0.882880952380953,"sa",134362.083333334,3.4125,173,54,97,33435.5416666667,134362.083333334,0,173,0,54,0,96.5,3444.285900612,3481,633.016175244838,0.882880952380953,"sa",261972.260361462,2.84258491376462,22721,8367,11711,157770.124999999,262186.156944445,46.5,22653,13,8354,27,11685,143.326341130776,151,68.6758473077843,0.570952380952381,"uk",155102.219261485,3.41098130841122,750.5,246.5,416,160716.930555556,155094.712962964,1,748,1,245,1,415
"2021-01-03",5865.49752295301,5763,723.73102967389,0.944952380952381,"sa",444614.736859948,2.275,49186,21386,24712,215965.791666667,446176.255555555,333.5,48833.5,114.5,21253.5,177,24457.5,862.024493490034,830,213.428176698511,0.944952380952381,"sa",201004.420819353,3.40961163507754,5517,2025,2912,204786.958333333,200994.791666667,14,5499.5,4,2021,8,2901,13.8658301629217,18,8.32372202834393,0.944952380952381,"sa",140990.766666666,3.4125,74.5,24,41.5,40815.125,140990.766666666,0,74.5,0,24,0,41.5,1958.84186300067,1939,443.778726008559,0.944952380952381,"sa",258475.77965747,2.84300884404584,13047.5,4968,6754,154331.180555556,258611.670833333,17,13028.5,5,4962.5,10,6739.5,61.1768536708571,62,30.4149808917603,0.588095238095238,"uk",161320.069444445,3.4125,330.5,116.5,188,166923.986111112,161320.069444445,0,329.5,1,116,1,187
"2021-01-10",4583.888412465,4647,629.839651849811,1,"sa",417525.855058528,2.275,37661,16275.5,18912,189309.050925926,418492.244444444,159,37548.5,49,16238,83.5,18822,476.35597740035,450,121.928954763005,1,"sa",204869.280627398,3.41034734269043,3169.5,1191,1646.5,208555.375,204862.291666667,6,3164.5,2,1188.5,4,1642.5,6.07904548090153,8,3.33050533612848,1,"sa",147530.858333332,3.4125,34,11,18.5,48132.2916666667,147530.858333332,0,34,0,11,0,18.5,1139.01206694718,1101,272.279985588114,1,"sa",258374.204765538,2.84331614328396,7867.5,3039,4068,155159.013888889,258453,6,7859.5,2,3036.5,4,4064,27.890648431494,27,13.2411573829302,0.655714285714286,"uk",167572.810185186,3.4125,164,60,91.5,173179.916666666,167572.810185186,0,164,0,59.5,1,91
"2021-01-17",3473.94565745988,3512,506.760686366065,0.964857142857143,"sa",400033.779486607,2.275,27362,11284,13676,173643.817129629,400568.666666666,64.5,27299.5,18.5,11265,33,13642,274.610569965663,246,69.5454542782142,0.964857142857143,"sa",209568.896646509,3.41124931280924,1819.5,670,940.5,213411.833333333,209564.666666667,2,1817,1,669,2,938.5,2.8008925222079,4,1.37349590368742,0.964857142857143,"sa",154037.706249999,3.4125,16,5,9,55443.2083333333,154037.706249999,0,16,0,5,0,9,689.145826879033,704,159.297381182179,0.964857142857143,"sa",260690.905999659,2.84350928473177,4727,1840.5,2428.5,158185.444444445,260734.308333333,2,4723.5,1,1839.5,2,2426,13.8885113446182,11,5.82645472511768,0.703095238095238,"uk",173896.893518519,3.4125,89.5,32,47.5,179447.166666666,173896.893518519,0,88,0,31,0,47.5
"2021-01-24",2462.5638685979,2556,395.073188957972,0.939714285714286,"sa",390395.413907713,2.275,18444,7549.5,9372.5,167433.583333333,390679.842592592,23.5,18421.5,7.5,7542,13.5,9359.5,156.602290964493,159,37.5940153819272,0.939714285714286,"sa",214754.466261152,3.41139294403893,1027,396.5,533,218740.291666666,214750.583333334,1,1026.5,1,395.5,1,531.5,1.33693416618119,0,0.569277994030349,0.939714285714286,"sa",160474.152777778,3.4125,8,3,4,62659.625,160474.152777778,0,8,0,3,0,4,413.114989706799,447,94.5444208503746,0.939714285714286,"sa",264344.175,2.84375,2844,1082,1454.5,162349.423611112,264344.175,0,2843,1,1081.5,1,1453.5,7.66147593372681,10,2.59946708400938,0.693809523809524,"uk",180182.060185186,3.4125,46,17.5,25.5,185684.708333334,180182.060185186,0,44.5,0,17.5,0,25
"2021-01-31",1642.04211093479,1637,290.477425725927,0.810857142857143,"sa",386668.01251322,2.275,11450.5,4317.5,5805,164805.648148147,386842.524074074,9,11442,3,4315,5,5801.5,88.4746076800821,95,21.1305227240082,0.810857142857143,"sa",220335.833333334,3.4125,565,199.5,295.5,224309.875,220335.833333334,0,564,1,198.5,1,294.5,0.626303234986147,0,0.244368785121947,0.810857142857143,"sa",166870.433333333,3.4125,3,1,2,69743.625,166870.433333333,0,3,0,1,0,2,244.279338909602,247,55.2163424662948,0.810857142857143,"sa",268955.675,2.84375,1569,555,803.5,167568.962962964,268955.675,0,1568.5,0,554.5,1,802.5,3.95830290662782,3,1.24507531234112,0.506190476190476,"uk",186419.893518519,3.4125,23,8,13,191889.888888889,186419.893518519,0,23,0,7,0,12
"2021-02-07",980.007674870677,1041,206.236424706391,0.682,"sa",387435.738351384,2.275,6169.5,2171,3188,167355.708333335,387507.094444444,2,6168.5,1,2170,2,3187,47.2802962908362,52,12.1123961694423,0.682,"sa",226089.416666667,3.4125,276,96,141.5,230011.458333333,226089.416666667,0,276,0,95.5,0,141,0.219053716941533,0,0.106019342886521,0.682,"sa",173255.766666666,3.4125,1,1,1,76879.875,173255.766666666,0,1,0,1,0,1,131.956236281587,119,32.0870912980843,0.682,"sa",274124.758333334,2.84375,767.5,255,398,173443.63271605,274124.758333334,0,767.5,0,254.5,1,397.5,1.92369704774441,0,0.632885694566328,0.393809523809524,"uk",192638.069444445,3.4125,9.5,3,5,198055.472222222,192638.069444445,0,9.5,0,3,0,5
"2021-02-14",522.963866381645,514,132.741838767808,0.786761904761905,"sa",389533.152209067,2.275,3463.5,1312.5,1817.5,171204,389596.216666666,1,3462,1,1312,1,1816.5,23.0584710495103,24,6.6692224593221,0.786761904761905,"sa",231892.208333334,3.4125,152,53.5,77.5,235756.708333333,231892.208333334,0,151.5,0,53.5,0,77,0.0789996043304528,0,0.0501081279750393,0.786761904761905,"sa",NA,NA,0,1,1,83946.125,179602.183333333,0,0,0,1,0,1,63.4879827416099,77,18.0479276694873,0.786761904761905,"sa",279373.091666667,2.84375,390,143.5,206.5,179527.532407407,279373.091666667,0,390,0,142.5,0,206.5,0.785059809360513,1,0.321684959486031,0.465238095238095,"uk",198806.986111112,3.4125,3.5,2,2.5,204135.430555556,198806.986111112,0,3.5,0,2,0,2
"2021-02-21",299.951354616384,281,79.5989025051747,0.716309523809524,"sa",392916.977777779,2.275,1967,739,1017.5,176153.340277777,392916.977777779,0,1966.5,0,738.5,1,1017,12.6561133296176,9,3.52382139835585,0.716309523809524,"sa",237692.833333334,3.4125,76,24.5,38,241531.708333333,237692.833333334,0,76,0,24.5,0,37.5,0.0210003956695472,0,0.0205553250804643,0.716309523809524,"sa",NA,NA,0,0,1,90895.5416666666,185827.099999999,0,0,0,0,0,1,33.5508676713635,28,9.67488510416692,0.716309523809524,"sa",284712.758333334,2.84375,211.5,72,110,185665.583333333,284712.758333334,0,211.5,0,72,0,109.5,0.263785071548478,0,0.154709219840705,0.448095238095238,"uk",204969.486111112,3.4125,1,1,2,210245.99074074,204969.486111112,0,1,0,1,0,1
