"date","mob.bus.uk","mob.full.uk","mob.bus.sa","mob.full.sa","mob.bus.br","mob.full.br"
2020-03-27,-68.3333333333333,-38,-76.5,-48,-57,-38.6666666666667
2020-03-28,-69.6666666666667,-47,-70.1666666666667,-48.75,-57,-39.6666666666667
2020-03-29,-70,-49,-67.1666666666667,-46.5833333333333,-56.6666666666667,-41.6666666666667
2020-03-30,-69.3333333333333,-40.5833333333333,-72.6666666666667,-43.3333333333333,-52.6666666666667,-36.0833333333333
2020-03-31,-69,-38.1666666666667,-71,-41.4166666666667,-51,-34
2020-04-01,-70,-40.1666666666667,-70.1666666666667,-40.4166666666667,-50.3333333333333,-32.8333333333333
2020-04-02,-70,-39,-71,-40.5,-50,-32.6666666666667
2020-04-03,-69.3333333333333,-38.5,-71.8333333333333,-42.5,-49,-31.6666666666667
2020-04-04,-68,-43,-67.6666666666667,-45.9166666666667,-50,-33.1666666666667
2020-04-05,-66.6666666666667,-43,-62.6666666666667,-42.8333333333333,-52.3333333333333,-36.6666666666667
2020-04-06,-68.3333333333333,-38,-72.5,-42.4166666666667,-45.6666666666667,-30
2020-04-07,-67.3333333333333,-35.1666666666667,-71.6666666666667,-42.1666666666667,-43,-27
2020-04-08,-68,-35.8333333333333,-72.1666666666667,-42.0833333333333,-43.3333333333333,-26.6666666666667
2020-04-09,-66.6666666666667,-34,-70.6666666666667,-39.0833333333333,-41.3333333333333,-22.3333333333333
2020-04-10,-76,-41,-82.1666666666667,-52,-72,-48.5
2020-04-11,-67,-41.8333333333333,-68.1666666666667,-46,-48,-30.3333333333333
2020-04-12,-71,-49.6666666666667,-64.8333333333333,-45.0833333333333,-49.5,-36.0833333333333
2020-04-13,-78.6666666666667,-44.8333333333333,-82,-49.9166666666667,-43.3333333333333,-29.5
2020-04-14,-66.3333333333333,-34.5,-72.1666666666667,-43.0833333333333,-44.6666666666667,-30.8333333333333
2020-04-15,-66.3333333333333,-33.8333333333333,-68.6666666666667,-39.1666666666667,-43,-28.6666666666667
2020-04-16,-66.5,-34.0833333333333,-69,-39,-43,-28
2020-04-17,-69.3333333333333,-39.6666666666667,-69.8333333333333,-40.9166666666667,-43,-27.8333333333333
2020-04-18,-66.6666666666667,-43.6666666666667,-65.8333333333333,-45.1666666666667,-44.3333333333333,-29.6666666666667
2020-04-19,-62,-37.1666666666667,-62.8333333333333,-44.25,-49.6666666666667,-34.6666666666667
2020-04-20,-64.6666666666667,-33,-69.1666666666667,-41.25,-43.6666666666667,-26.6666666666667
2020-04-21,-64.6666666666667,-31.5,-69.3333333333333,-42,-65,-43
2020-04-22,-65,-32.1666666666667,-68.8333333333333,-41.75,-39,-25.5
2020-04-23,-64.3333333333333,-30.8333333333333,-69.1666666666667,-41.5,-40.3333333333333,-26.3333333333333
2020-04-24,-64.6666666666667,-31.8333333333333,-66.6666666666667,-40.0833333333333,-40,-26.3333333333333
2020-04-25,-61.6666666666667,-36.1666666666667,-60,-40.75,-42.1666666666667,-27.75
2020-04-26,-59.6666666666667,-35.3333333333333,-59.3333333333333,-40.4166666666667,-47.6666666666667,-33.5
2020-04-27,-62.3333333333333,-31.6666666666667,-77.8333333333333,-47.25,-39,-26.8333333333333
2020-04-28,-67,-41.5,-65.1666666666667,-39.3333333333333,-38.3333333333333,-25.6666666666667
2020-04-29,-65.3333333333333,-37.6666666666667,-64.5,-38.3333333333333,-37.3333333333333,-24.5
2020-04-30,-65.6666666666667,-37.5,-61.5,-34.4166666666667,-33,-18.6666666666667
2020-05-01,-65.1666666666667,-34.9166666666667,-67.5,-39.1666666666667,-64,-42
2020-05-02,-60,-34,-44.1666666666667,-29.0833333333333,-41.6666666666667,-26.1666666666667
2020-05-03,-59.6666666666667,-37.1666666666667,-46.5,-30.75,-45.6666666666667,-31.8333333333333
2020-05-04,-61.6666666666667,-30,-48,-26.4166666666667,-36,-23.8333333333333
2020-05-05,-61.3333333333333,-29.3333333333333,-48.5,-27.5833333333333,-35.6666666666667,-22.6666666666667
2020-05-06,-60.3333333333333,-26.8333333333333,-47.3333333333333,-25.6666666666667,-34.6666666666667,-21.1666666666667
2020-05-07,-59.6666666666667,-24.5,-47.8333333333333,-25.4166666666667,-33,-18.9166666666667
2020-05-08,-71,-32.75,-51,-30,-31.6666666666667,-17.4166666666667
2020-05-09,-59.6666666666667,-32.1666666666667,-44,-29.25,-32.3333333333333,-17.5
2020-05-10,-61.1666666666667,-40.75,-46,-30.6666666666667,-36,-24.8333333333333
2020-05-11,-61,-31.25,-50.8333333333333,-29.75,-34.6666666666667,-22.6666666666667
2020-05-12,-59.6666666666667,-27.1666666666667,-51.1666666666667,-30.8333333333333,-35.3333333333333,-23.5
2020-05-13,-59.3333333333333,-27.1666666666667,-51.8333333333333,-30,-37,-24.3333333333333
2020-05-14,-58,-22.1666666666667,-51.1666666666667,-29,-36.3333333333333,-23.8333333333333
2020-05-15,-58.8333333333333,-23.75,-49.6666666666667,-28.25,-36.3333333333333,-23
2020-05-16,-54.3333333333333,-25.9166666666667,-41,-27.5833333333333,-39,-25.5
2020-05-17,-51,-22,-45.6666666666667,-31.1666666666667,-43.3333333333333,-30
2020-05-18,-55.6666666666667,-20.6666666666667,-49.3333333333333,-28.9166666666667,-35.6666666666667,-24
2020-05-19,-55.3333333333333,-17.5,-50.3333333333333,-30.3333333333333,-36,-24
2020-05-20,-54.8333333333333,-14.75,-47.5,-27.3333333333333,-34.6666666666667,-21.8333333333333
2020-05-21,-55.6666666666667,-17.3333333333333,-49,-27.75,-35.3333333333333,-22.8333333333333
2020-05-22,-57.3333333333333,-23.1666666666667,-49.6666666666667,-29.6666666666667,-36,-23
2020-05-23,-53,-27.8333333333333,-40.1666666666667,-27.3333333333333,-39.3333333333333,-26.0833333333333
2020-05-24,-47.3333333333333,-18.8333333333333,-43.8333333333333,-29.8333333333333,-46.3333333333333,-33
2020-05-25,-63.5,-7.58333333333333,-46.8333333333333,-26.5833333333333,-40.6666666666667,-26.5
2020-05-26,-53,-12.5,-46,-27.25,-34.3333333333333,-22.3333333333333
2020-05-27,-53,-13.1666666666667,-45.3333333333333,-25.6666666666667,-33,-20.8333333333333
2020-05-28,-52.3333333333333,-10.5,-43.1666666666667,-23.9166666666667,-32.3333333333333,-20
2020-05-29,-52.3333333333333,-11.8333333333333,-41.8333333333333,-23.5,-32,-18.5
2020-05-30,-44,-13.1666666666667,-30.5,-20.4166666666667,-32.3333333333333,-19.8333333333333
2020-05-31,-39.6666666666667,-10,-33.3333333333333,-21.5833333333333,-39,-26.25
2020-06-01,-47.8333333333333,-10.5833333333333,-30.8333333333333,-14.8333333333333,-30.6666666666667,-19.5
2020-06-02,-48.3333333333333,-9.5,-34.5,-18.6666666666667,-31,-20.1666666666667
2020-06-03,-53.3333333333333,-26.1666666666667,-34.1666666666667,-17.4166666666667,-29.6666666666667,-18.5
2020-06-04,-51.3333333333333,-20.3333333333333,-32.8333333333333,-15.25,-29.6666666666667,-18
2020-06-05,-53.3333333333333,-23,-34.5,-19,-28.3333333333333,-15.75
2020-06-06,-49,-27.3333333333333,-27.1666666666667,-17.75,-29,-17.1666666666667
2020-06-07,-44,-19.8333333333333,-31.5,-20.1666666666667,-36.3333333333333,-24
2020-06-08,-48.3333333333333,-15.6666666666667,-34.3333333333333,-18.0833333333333,-25,-14.75
2020-06-09,-48.3333333333333,-12.8333333333333,-35.1666666666667,-19.25,-26.6666666666667,-17.1666666666667
2020-06-10,-52.3333333333333,-24.8333333333333,-35.3333333333333,-19.0833333333333,-23.1666666666667,-13.25
2020-06-11,-51.3333333333333,-22.5,-35,-18.6666666666667,-51.1666666666667,-31.25
2020-06-12,-51.8333333333333,-22.75,-36.6666666666667,-21.25,-25.3333333333333,-11.8333333333333
2020-06-13,-40,-11.6666666666667,-30.6666666666667,-20.6666666666667,-29.6666666666667,-19
2020-06-14,-36.6666666666667,-8.83333333333333,-34.5,-23.3333333333333,-34.6666666666667,-24.6666666666667
