"date","n.v1","n.v2"
2020-12-15,0,0
2020-12-16,0,0
2020-12-17,0,0
2020-12-18,0,0
2020-12-19,0,0
2020-12-20,0,0
2020-12-21,0,0
2020-12-22,210.967723660974,0
2020-12-23,210.967723660974,0
2020-12-24,210.967723660974,0
2020-12-25,210.967723660974,0
2020-12-26,210.967723660974,0
2020-12-27,210.967723660974,0
2020-12-28,1231.97870271651,0
2020-12-29,1231.97870271651,0
2020-12-30,1231.97870271651,0
2020-12-31,1231.97870271651,0
2021-01-01,1231.97870271651,0
2021-01-02,1231.97870271651,0
2021-01-03,1231.97870271651,0
2021-01-04,690.334338219406,45.9378126218636
2021-01-05,690.334338219406,45.9378126218636
2021-01-06,690.334338219406,45.9378126218636
2021-01-07,690.334338219406,45.9378126218636
2021-01-08,690.334338219406,45.9378126218636
2021-01-09,690.334338219406,45.9378126218636
2021-01-10,690.334338219406,45.9378126218636
2021-01-11,785.938104003275,840.921893587425
2021-01-12,785.938104003275,840.921893587425
2021-01-13,785.938104003275,840.921893587425
2021-01-14,785.938104003275,840.921893587425
2021-01-15,785.938104003275,840.921893587425
2021-01-16,785.938104003275,840.921893587425
2021-01-17,785.938104003275,840.921893587425
2021-01-18,2272.68075665302,102.329079982966
2021-01-19,2272.68075665302,102.329079982966
2021-01-20,2272.68075665302,102.329079982966
2021-01-21,2272.68075665302,102.329079982966
2021-01-22,2272.68075665302,102.329079982966
2021-01-23,2272.68075665302,102.329079982966
2021-01-24,2272.68075665302,102.329079982966
2021-01-25,2126.99214551162,66.9285005394452
2021-01-26,3044.56502749654,55.1115517037841
2021-01-27,4089.64659933723,50.0094447623324
2021-01-28,4643.12257389684,40.4649860873754
2021-01-29,5004.12596245823,26.6980940815618
2021-01-30,4341.64376631904,15.2916595975118
2021-01-31,2787.2018514901,11.9928835577801
2021-02-01,2992.00452926349,28.8532944275198
2021-02-02,5031.19058721087,25.0706979019608
2021-02-03,5329.47324733683,34.1459973179338
2021-02-04,6008.97712784103,25.9357102857127
2021-02-05,7011.70241533156,31.9321520646028
2021-02-06,7212.88377007467,155.716890302179
2021-02-07,3229.1205509994,46.2708319173032
2021-02-08,4101.58083798764,37.9285938434928
2021-02-09,4560.52122186195,31.7562173424837
2021-02-10,4579.84471884136,43.9103743955396
2021-02-11,6075.89096715363,59.1727115393649
2021-02-12,7151.1013601572,59.583225890976
2021-02-13,8773.1168695067,24.3669590134848
2021-02-14,4677.48848961742,12.6379775388832
2021-02-15,5136.53150207964,55.8739354996332
2021-02-16,5494.38272686973,46.3441380515194
2021-02-17,6876.34996911466,71.7520441708751
2021-02-18,7045.59917179316,82.7919479838438
2021-02-19,7245.03584054192,70.0073581765281
2021-02-20,8060.85980823467,41.7258515958951
2021-02-21,4090.30635454518,28.0762494048275
2021-02-22,5167.78923770945,95.8111174206515
2021-02-23,6037.66914877328,181.975147578443
2021-02-24,6609.42767320641,222.073602994737
2021-02-25,7376.29780446955,232.629686321879
2021-02-26,7984.54812251555,224.228803340695
2021-02-27,7409.2269199595,150.468171092295
2021-02-28,3488.81486207392,134.546078740523
2021-03-01,4045.85351475644,270.690231206961
2021-03-02,5349.36853216313,385.839506833862
2021-03-03,7068.3240734002,463.485364195724
2021-03-04,6633.53073013672,517.819870876816
2021-03-05,5452.59823036646,480.492387333896
2021-03-06,4906.80473867272,400.57403981133
2021-03-07,2077.77440699882,288.591589182572
2021-03-08,2819.95503225792,414.648817580852
2021-03-09,4789.70551987567,752.326194234631
2021-03-10,6582.33372600008,1003.5609774206
2021-03-11,7121.25110230434,1029.30609175735
2021-03-12,7396.48631383271,832.3471703451
2021-03-13,5974.4939223057,462.737641626718
2021-03-14,2725.52207016054,296.757892534263
2021-03-15,2978.69213528981,568.679666796057
2021-03-16,3298.71739482432,1069.12598386362
2021-03-17,4089.83719528619,1424.51412254405
2021-03-18,5516.19863241249,1371.74836713518
2021-03-19,6413.74427852953,1285.43772470896
2021-03-20,6111.29782998009,764.656286009806
2021-03-21,2406.53775773191,371.969986240145
2021-03-22,3156.16628622738,782.411031716984
2021-03-23,3185.89925426549,1404.53087035669
2021-03-24,3575.68263112019,1753.61468149452
2021-03-25,3823.7799117617,1935.51652293875
2021-03-26,5418.46689427537,1843.28274486785
2021-03-27,7508.13155624407,1348.49566136179
2021-03-28,3768.08191098419,771.356466677172
2021-03-29,5669.27650188288,1206.61896919964
2021-03-30,6353.00281571794,2480.01982667028
2021-03-31,6777.09346338584,3557.42940370034
2021-04-01,7744.93969221628,3436.32766997508
2021-04-02,9015.62822272093,4158.71563899579
2021-04-03,11029.7582439932,3501.99530500601
2021-04-04,5380.75821883453,2163.90911470293
2021-04-05,4836.69475190829,2466.45819184028
2021-04-06,4774.428521505,4071.15879228789
2021-04-07,4950.58316202667,5682.31033254653
2021-04-08,4764.04837289998,6530.34501561391
2021-04-09,6030.23590676375,3615.91303757807
2021-04-10,6220.77321081865,2623.08407820674
2021-04-11,4303.77381738293,699.457810237864
2021-04-12,3471.91046752365,946.968641805644
2021-04-13,3312.22038474695,2738.61454573156
2021-04-14,3510.39618798719,5987.58639787673
2021-04-15,2504.40144691061,6586.83472264096
2021-04-16,1574.90898750213,6599.54600631406
2021-04-17,1581.74111921108,6967.45483271863
2021-04-18,704.545255952473,2780.72158922538
2021-04-19,597.357026501458,2949.7068898207
2021-04-20,1249.53238016983,4584.34571548224
2021-04-21,1459.23190770887,5040.28054785369
2021-04-22,1411.02579384825,6123.74521157001
2021-04-23,1566.96260255308,7325.68724940665
